"","No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","Date"
"2300",2300,2013,6,4,19,81,83,8,62,1200,60,20.1,1006.9,17.1,0,"NE",1.8,"Aotizhongxin",2013-06-04
"2301",2301,2013,6,4,20,73,94,6,65,1300,48,20.1,1007.1,17.3,0,"NE",1.8,"Aotizhongxin",2013-06-04
"2302",2302,2013,6,4,21,81,93,3,55,1300,56,20.2,1007.7,17.4,0,"NE",1.2,"Aotizhongxin",2013-06-04
"2303",2303,2013,6,4,22,81,84,3,68,1300,41,19.1,1006.5,18.3,10.7,"NE",1,"Aotizhongxin",2013-06-04
"2304",2304,2013,6,4,23,77,100,3,61,1000,40,18.5,1006.8,17.8,3.3,"SSE",0.6,"Aotizhongxin",2013-06-04
"2305",2305,2013,6,5,0,76,57,3,68,1100,31,18.5,1006.4,18.2,2.2,"NW",0,"Aotizhongxin",2013-06-05
"2306",2306,2013,6,5,1,74,37,3,59,900,32,18.5,1005.9,18.2,0.9,"NE",0.6,"Aotizhongxin",2013-06-05
"2307",2307,2013,6,5,2,74,45,3,58,900,27,18.6,1006.6,18.3,0,"NE",1,"Aotizhongxin",2013-06-05
"2308",2308,2013,6,5,3,68,25,3,50,700,34,18.4,1005.7,18.1,0.1,"E",0.7,"Aotizhongxin",2013-06-05
"2309",2309,2013,6,5,4,61,31,3,38,600,38,18.5,1006.2,18.2,0,"WNW",0.6,"Aotizhongxin",2013-06-05
"2310",2310,2013,6,5,5,62,26,3,51,600,28,18.5,1006.6,18.2,0.3,"NE",0.8,"Aotizhongxin",2013-06-05
"2311",2311,2013,6,5,6,81,44,3,37,900,42,18.5,1006.4,18.3,1.1,"NE",1.1,"Aotizhongxin",2013-06-05
"2312",2312,2013,6,5,7,83,66,3,53,900,19,18.6,1007.4,18.4,1.8,"NE",0.7,"Aotizhongxin",2013-06-05
"2313",2313,2013,6,5,8,68,70,3,60,1500,19,18.5,1007.2,18.3,0.5,"E",0.9,"Aotizhongxin",2013-06-05
"2314",2314,2013,6,5,9,88,90,3,62,2100,16,19.1,1007.3,18.8,0,"NE",1.4,"Aotizhongxin",2013-06-05
"2315",2315,2013,6,5,10,96,101,3,62,2200,16,19.2,1006.9,18.7,0,"NE",1.5,"Aotizhongxin",2013-06-05
"2316",2316,2013,6,5,11,126,101,3,52,1899,22,19.4,1006.8,18.4,0,"NE",1,"Aotizhongxin",2013-06-05
"2317",2317,2013,6,5,12,126,98,3,54,2000,24,19.5,1006.3,18.2,0,"NE",1,"Aotizhongxin",2013-06-05
"2318",2318,2013,6,5,13,125,155,3,50,2000,26,19.4,1006.3,18.1,0,"SSE",0.5,"Aotizhongxin",2013-06-05
"2319",2319,2013,6,5,14,161,170,3,47,1800,31,19.9,1006.2,18.2,0,"NE",0.8,"Aotizhongxin",2013-06-05
"2320",2320,2013,6,5,15,156,170,3,47,1500,30,19.5,1005.8,18,0,"ENE",1.3,"Aotizhongxin",2013-06-05
"2321",2321,2013,6,5,16,156,170,3,47,1500,30,19.1,1005.9,18.1,0,"ENE",1.1,"Aotizhongxin",2013-06-05
"2322",2322,2013,6,5,17,162,165,3,53,1500,15,19.1,1005.7,17.9,0,"ENE",0.8,"Aotizhongxin",2013-06-05
"2323",2323,2013,6,5,18,175,188,3,62,1899,8,19,1006.1,17.8,0,"ESE",1.3,"Aotizhongxin",2013-06-05
"2324",2324,2013,6,5,19,202,218,3,71,2500,4,19.1,1006.1,17.8,0,"SSE",0.9,"Aotizhongxin",2013-06-05
"2325",2325,2013,6,5,20,203,240,3,79,2299,4,19.1,1006.5,17.8,0,"SSW",0.7,"Aotizhongxin",2013-06-05
"2326",2326,2013,6,5,21,182,202,3,67,1899,7,18.9,1006.6,17.7,0.1,"E",0.9,"Aotizhongxin",2013-06-05
"2327",2327,2013,6,5,22,176,192,3,56,1800,13,18.9,1006.7,17.6,0,"SE",1.6,"Aotizhongxin",2013-06-05
"2328",2328,2013,6,5,23,166,171,3,50,1899,16,19,1007.4,17.7,0,"NE",1,"Aotizhongxin",2013-06-05
"2329",2329,2013,6,6,0,169,194,3,46,1899,19,18.9,1006.8,17.4,0,"ENE",1,"Aotizhongxin",2013-06-06
"2330",2330,2013,6,6,1,159,163,3,36,1600,28,18.8,1005.7,17.5,0,"ESE",1.1,"Aotizhongxin",2013-06-06
"2331",2331,2013,6,6,2,133,150,3,35,1399,28,18.7,1005.1,17.5,0,"SSE",0.9,"Aotizhongxin",2013-06-06
"2332",2332,2013,6,6,3,132,156,3,34,1399,29,18.7,1004.9,17.5,0,"SSE",0.8,"Aotizhongxin",2013-06-06
"2333",2333,2013,6,6,4,158,163,3,34,1600,28,18.4,1005.3,17.6,0,"SSW",0.6,"Aotizhongxin",2013-06-06
"2334",2334,2013,6,6,5,160,162,3,37,1700,26,18.3,1005.6,17.5,0,"SSE",0.6,"Aotizhongxin",2013-06-06
"2335",2335,2013,6,6,6,152,167,3,39,1600,18,18.4,1006.2,17.7,0.1,"N",0.4,"Aotizhongxin",2013-06-06
"2336",2336,2013,6,6,7,122,126,4,42,1700,12,18.6,1006.2,17.9,0,"E",0.5,"Aotizhongxin",2013-06-06
"2337",2337,2013,6,6,8,105,127,4,49,1899,6,18.7,1005.7,17.9,0,"E",0.4,"Aotizhongxin",2013-06-06
"2338",2338,2013,6,6,9,81,43,3,52,2200,5,18.8,1005.7,18.1,0,"NE",0.7,"Aotizhongxin",2013-06-06
"2339",2339,2013,6,6,10,90,35,3,53,2500,5,18.9,1005.5,18.4,0.1,"NE",1.5,"Aotizhongxin",2013-06-06
"2340",2340,2013,6,6,11,74,87,3,59,2600,6,19,1005.3,18.5,0,"NE",1.3,"Aotizhongxin",2013-06-06
"2341",2341,2013,6,6,12,91,96,4,68,2700,7,19.2,1004.7,18.4,0,"NE",1.3,"Aotizhongxin",2013-06-06
"2342",2342,2013,6,6,13,107,130,4,70,2899,7,19.5,1004.5,18.5,0,"ENE",0.8,"Aotizhongxin",2013-06-06
"2343",2343,2013,6,6,14,115,116,5,69,3000,6,20,1004.1,18.7,0,"NE",1.1,"Aotizhongxin",2013-06-06
"2344",2344,2013,6,6,15,110,122,4,70,2799,6,19.9,1003.4,18.6,0,"N",0.6,"Aotizhongxin",2013-06-06
"2345",2345,2013,6,6,16,129,130,3,76,2799,6,20.1,1003.1,18.8,0,"NNE",1,"Aotizhongxin",2013-06-06
"2346",2346,2013,6,6,17,117,136,5,77,2899,6,19.8,1003.4,18.8,0,"NNE",0.9,"Aotizhongxin",2013-06-06
"2347",2347,2013,6,6,18,162,180,5,84,3000,5,19.7,1003.9,19,0,"N",1.3,"Aotizhongxin",2013-06-06
"2348",2348,2013,6,6,19,140,174,5,73,2600,3,19.6,1004.2,18.9,0,"NE",0.9,"Aotizhongxin",2013-06-06
"2349",2349,2013,6,6,20,134,162,5,77,2500,3,19.7,1004.3,18.9,0.1,"NNE",1,"Aotizhongxin",2013-06-06
"2350",2350,2013,6,6,21,132,143,5,76,2399,3,19.8,1003.8,18.6,0,"NNE",1,"Aotizhongxin",2013-06-06
"2351",2351,2013,6,6,22,136,162,4,75,2399,3,20,1003.8,18.7,0,"NNE",1.1,"Aotizhongxin",2013-06-06
"2352",2352,2013,6,6,23,135,163,3,74,2399,4,20.2,1003.2,18.5,0,"N",0.8,"Aotizhongxin",2013-06-06
"2353",2353,2013,6,7,0,141,106,3,74,2299,4,20.1,1002.7,18.8,0,"NE",1.1,"Aotizhongxin",2013-06-07
"2354",2354,2013,6,7,1,125,131,3,77,2299,5,20.1,1002.8,18.8,0,"NE",0.6,"Aotizhongxin",2013-06-07
"2355",2355,2013,6,7,2,135,149,4,74,2299,4,20,1002.3,18.8,0,"E",0.5,"Aotizhongxin",2013-06-07
"2356",2356,2013,6,7,3,146,157,3,74,2299,3,20,1001.8,18.8,0,"ESE",0.5,"Aotizhongxin",2013-06-07
"2357",2357,2013,6,7,4,142,156,4,70,2299,3,20.4,1002.2,19.2,0,"NE",0.6,"Aotizhongxin",2013-06-07
"2358",2358,2013,6,7,5,133,147,4,68,2100,3,20.5,1002.2,19,0,"E",1.7,"Aotizhongxin",2013-06-07
"2359",2359,2013,6,7,6,115,120,5,60,1800,4,20.4,1002.5,18.9,0,"E",1,"Aotizhongxin",2013-06-07
"2360",2360,2013,6,7,7,104,120,5,52,1600,5,20.1,1002.7,18.6,0,"ENE",1.7,"Aotizhongxin",2013-06-07
"2361",2361,2013,6,7,8,99,107,7,55,2000,4,19.5,1003.7,18.8,7.6,"SE",1.1,"Aotizhongxin",2013-06-07
"2362",2362,2013,6,7,9,91,99,8,57,2200,4,19.3,1002.7,19,8.9,"NNW",0.7,"Aotizhongxin",2013-06-07
"2363",2363,2013,6,7,10,94,99,10,55,2600,4,19.5,1003.4,19.2,1.3,"E",0,"Aotizhongxin",2013-06-07
"2364",2364,2013,6,7,11,74,93,9,58,2700,5,19.8,1003.9,19.5,0.3,"WSW",0.7,"Aotizhongxin",2013-06-07
"2365",2365,2013,6,7,12,95,106,6,56,2299,6,20.2,1003.6,19.9,0.6,"WSW",1.1,"Aotizhongxin",2013-06-07
"2366",2366,2013,6,7,13,130,137,6,57,2200,8,20.1,1003,19.3,0,"ESE",1.6,"Aotizhongxin",2013-06-07
"2367",2367,2013,6,7,14,136,138,5,58,2200,9,20.4,1002.7,19.1,0,"E",1.2,"Aotizhongxin",2013-06-07
"2368",2368,2013,6,7,15,136,123,5,62,2299,9,20.4,1002.4,19.2,0,"E",0.8,"Aotizhongxin",2013-06-07
"2369",2369,2013,6,7,16,82.7736108263272,137,12,74,2500,8,20.7,1002.4,19.4,0,"NNE",0.8,"Aotizhongxin",2013-06-07
"2370",2370,2013,6,7,17,102,143,4,76,2500,10,20.4,1002.7,19.2,0,"NE",1.2,"Aotizhongxin",2013-06-07
"2371",2371,2013,6,7,18,134,137,6,78,2399,8,20.3,1002.9,19.1,0,"NE",0.9,"Aotizhongxin",2013-06-07
"2372",2372,2013,6,7,19,134,140,6,80,2299,8,20.3,1003.6,19.1,0,"NNW",0.6,"Aotizhongxin",2013-06-07
"2373",2373,2013,6,7,20,130,161,6,83,2299,7,20.2,1004.2,19.4,0,"NE",0.6,"Aotizhongxin",2013-06-07
"2374",2374,2013,6,7,21,143,180,6,76,2399,7,20.1,1004.2,19.3,0,"NNE",0.9,"Aotizhongxin",2013-06-07
"2375",2375,2013,6,7,22,130,132,6,78,2200,6,20.2,1004.2,19.4,0,"N",1.1,"Aotizhongxin",2013-06-07
"2376",2376,2013,6,7,23,132,139,6,77,2000,6,20.1,1003.9,19.3,0,"NE",1,"Aotizhongxin",2013-06-07
"2377",2377,2013,6,8,0,137,142,5,74,2100,7,19.9,1003.5,19.2,0,"NE",1.5,"Aotizhongxin",2013-06-08
"2378",2378,2013,6,8,1,138,154,7,71,2100,6,19.8,1002.9,19.3,0.9,"NE",0.7,"Aotizhongxin",2013-06-08
"2379",2379,2013,6,8,2,143,151,6,63,2299,5,19.6,1002.6,19.3,1,"SSE",0,"Aotizhongxin",2013-06-08
"2380",2380,2013,6,8,3,134,152,7,53,2200,5,19.5,1002.3,19.2,0,"WNW",0.4,"Aotizhongxin",2013-06-08
"2381",2381,2013,6,8,4,118,89,6,53,1899,6,19.5,1002.1,19.3,0,"SE",0.5,"Aotizhongxin",2013-06-08
"2382",2382,2013,6,8,5,122,100,7,53,2000,6,19.6,1002.1,19.4,0,"NE",1,"Aotizhongxin",2013-06-08
"2383",2383,2013,6,8,6,119,96,5,67,1899,6,19.7,1002.3,19.5,0,"NE",0.7,"Aotizhongxin",2013-06-08
"2384",2384,2013,6,8,7,125,88,5,78,2299,6,19.5,1002.5,19.3,0,"E",1,"Aotizhongxin",2013-06-08
"2385",2385,2013,6,8,8,136,110,5,95,2899,7,19.4,1002.8,19.1,0,"E",0.8,"Aotizhongxin",2013-06-08
"2386",2386,2013,6,8,9,124,138,4,98,3100,7,19.7,1002.9,19.2,0,"NE",0.8,"Aotizhongxin",2013-06-08
"2387",2387,2013,6,8,10,145,167,5,96,3200,8,20,1002.9,19.2,0,"NNE",0.8,"Aotizhongxin",2013-06-08
"2388",2388,2013,6,8,11,212,226,6,94,3100,9,20.1,1002.8,19.1,0,"NE",1.5,"Aotizhongxin",2013-06-08
"2389",2389,2013,6,8,12,232,285,10,100,3200,8,20.2,1002.8,19.2,0,"NNE",1.2,"Aotizhongxin",2013-06-08
"2390",2390,2013,6,8,13,237,280,10,97,3100,9,20,1002.3,19.2,0,"NE",1,"Aotizhongxin",2013-06-08
"2391",2391,2013,6,8,14,240,290,10,98,3200,9,20.4,1001.9,19.4,0,"NE",1.2,"Aotizhongxin",2013-06-08
"2392",2392,2013,6,8,15,235,311,11,93,3200,9,20.4,1001.5,19.6,0,"NNE",1.1,"Aotizhongxin",2013-06-08
"2393",2393,2013,6,8,16,209,224,9,82,2399,10,20.2,1001.1,19.5,0,"NNW",1.2,"Aotizhongxin",2013-06-08
"2394",2394,2013,6,8,17,188,236,8,81,1800,11,20,1001.1,19.7,0,"N",0.6,"Aotizhongxin",2013-06-08
"2395",2395,2013,6,8,18,195,271,8,85,2700,8,20,1001,19.7,0,"NE",1.2,"Aotizhongxin",2013-06-08
"2396",2396,2013,6,8,19,189,258,9,84,2600,8,20.1,1001.6,19.8,0,"NE",0.6,"Aotizhongxin",2013-06-08
"2397",2397,2013,6,8,20,190,270,10,80,2600,9,19.9,1002.1,19.6,0,"ENE",1.6,"Aotizhongxin",2013-06-08
"2398",2398,2013,6,8,21,175,215,10,78,2500,9,19.9,1002.3,19.6,0,"ENE",0.7,"Aotizhongxin",2013-06-08
"2399",2399,2013,6,8,22,161,226,8,86,2200,8,19.8,1002.3,19.5,0.1,"E",0.5,"Aotizhongxin",2013-06-08
"2400",2400,2013,6,8,23,174,256,8,89,2100,8,19.7,1001.8,19.4,0,"NE",0.7,"Aotizhongxin",2013-06-08
"2401",2401,2013,6,9,0,176,259,10,81,2299,8,19.9,1002.1,19.7,0,"NNE",1.1,"Aotizhongxin",2013-06-09
"2402",2402,2013,6,9,1,162,173,10,76,2600,8,19.9,1001.7,19.6,0,"ENE",0.8,"Aotizhongxin",2013-06-09
"2403",2403,2013,6,9,2,144,164,10,72,2500,8,19.9,1001.2,19.7,0,"ENE",0.5,"Aotizhongxin",2013-06-09
"2404",2404,2013,6,9,3,124,135,9,72,2299,8,19.8,1001.6,19.6,0,"NE",0.6,"Aotizhongxin",2013-06-09
"2405",2405,2013,6,9,4,113,136,10,66,2200,8,19.9,1001.8,19.7,0,"NNE",1.3,"Aotizhongxin",2013-06-09
"2406",2406,2013,6,9,5,93,99,11,56,2200,8,19.2,1002.2,18.7,0,"NE",1.7,"Aotizhongxin",2013-06-09
"2407",2407,2013,6,9,6,106,99,10,62,2200,8,19.2,1003,16.4,0.1,"N",3.9,"Aotizhongxin",2013-06-09
"2408",2408,2013,6,9,7,58,58,7,60,900,17,18.8,1004.1,16.6,0,"NNE",3.2,"Aotizhongxin",2013-06-09
"2409",2409,2013,6,9,8,12,12,7,45,300,33,17.6,1004.8,16.5,0.6,"NNE",2.7,"Aotizhongxin",2013-06-09
"2410",2410,2013,6,9,9,3,6,7,48,300,35,17.3,1005.2,16.5,1.4,"NNE",2,"Aotizhongxin",2013-06-09
"2411",2411,2013,6,9,10,3,6,7,48,1262.94514539774,33.6294,17.4,1005.7,16.3,1.2,"N",2.1,"Aotizhongxin",2013-06-09
"2412",2412,2013,6,9,11,9,9,3.4272,46.8084,1262.94514539774,37.2708,17.2,1006.4,16.1,1.2,"N",3.1,"Aotizhongxin",2013-06-09
"2413",2413,2013,6,9,12,10,10,3,55,300,38,16.9,1006.4,16.3,3.2,"NNE",1.5,"Aotizhongxin",2013-06-09
"2414",2414,2013,6,9,13,3,6,3,60,300,33,17.1,1006.5,16.5,2.1,"N",1.7,"Aotizhongxin",2013-06-09
"2415",2415,2013,6,9,14,3,6,3,58,300,34,17.1,1006.8,16.6,1.6,"NE",1.6,"Aotizhongxin",2013-06-09
"2416",2416,2013,6,9,15,12,6,3,56,300,34,17,1006.4,16.4,1.1,"ENE",1.4,"Aotizhongxin",2013-06-09
"2417",2417,2013,6,9,16,10,10,3,56,300,38,17,1006.4,16.2,0.4,"NE",1.2,"Aotizhongxin",2013-06-09
"2418",2418,2013,6,9,17,13,13,3,51,300,38,17.1,1006.4,16.6,0.4,"ENE",0.7,"Aotizhongxin",2013-06-09
"2419",2419,2013,6,9,18,13,13,3,58,300,34,17.1,1006.7,16.6,0.2,"NW",1,"Aotizhongxin",2013-06-09
"2420",2420,2013,6,9,19,15,15,3,68,400,29,16.6,1006.4,16.1,0,"ENE",0.7,"Aotizhongxin",2013-06-09
"2421",2421,2013,6,9,20,18,18,3,83,500,21,16.3,1007.5,16,0,"E",0.6,"Aotizhongxin",2013-06-09
"2422",2422,2013,6,9,21,25,25,3,105,600,5,16.4,1007.5,16.1,0,"ENE",0.9,"Aotizhongxin",2013-06-09
"2423",2423,2013,6,9,22,18,25,3,99,400,7,16.3,1007.6,16,0,"NW",0.5,"Aotizhongxin",2013-06-09
"2424",2424,2013,6,9,23,6,9,3,92,500,8,16.3,1007.4,16.1,0,"NW",0.6,"Aotizhongxin",2013-06-09
"2425",2425,2013,6,10,0,22,32,3,83,500,4,16.2,1007.3,16,0,"W",0.9,"Aotizhongxin",2013-06-10
"2426",2426,2013,6,10,1,22,32,4,75,700,5,16,1007.7,15.8,0,"SSE",0.6,"Aotizhongxin",2013-06-10
"2427",2427,2013,6,10,2,11,19,4,70,600,4,15.9,1007.8,15.7,0.1,"SSE",0.7,"Aotizhongxin",2013-06-10
"2428",2428,2013,6,10,3,14,17,5,59,800,5,15.9,1007.9,15.9,0,"N",0.7,"Aotizhongxin",2013-06-10
"2429",2429,2013,6,10,4,22,18,4,64,800,5,15.8,1008,15.8,0,"E",0.7,"Aotizhongxin",2013-06-10
"2430",2430,2013,6,10,5,24,10,4,62,800,5,16.1,1008.3,16.1,0,"ESE",0.5,"Aotizhongxin",2013-06-10
"2431",2431,2013,6,10,6,25,28,5,55,700,4,16.4,1008.6,16.4,0,"NE",0.5,"Aotizhongxin",2013-06-10
"2432",2432,2013,6,10,7,15,15,6,48,700,4,17.1,1009,16.9,0,"W",0.7,"Aotizhongxin",2013-06-10
"2433",2433,2013,6,10,8,16,27,6,56,800,6,18.4,1009,16.9,0,"ENE",0.9,"Aotizhongxin",2013-06-10
"2434",2434,2013,6,10,9,23,34,6,72,900,6,21,1008.5,15.8,0,"NNE",0.7,"Aotizhongxin",2013-06-10
"2435",2435,2013,6,10,10,41,34,6,96,800,11,22.9,1008,16,0,"W",1.1,"Aotizhongxin",2013-06-10
"2436",2436,2013,6,10,11,38,38,10,100,600,36,24.2,1007.4,14.9,0,"SSE",0.7,"Aotizhongxin",2013-06-10
"2437",2437,2013,6,10,12,34,34,11,79,500,72,26.2,1006.9,13.7,0,"W",1.9,"Aotizhongxin",2013-06-10
"2438",2438,2013,6,10,13,20,35,8,43,400,88,26.6,1006.6,13.3,0,"ENE",0.5,"Aotizhongxin",2013-06-10
"2439",2439,2013,6,10,14,11,18,6,41,300,104,26.2,1005.7,8.7,0,"ESE",0.9,"Aotizhongxin",2013-06-10
"2440",2440,2013,6,10,15,19,18,5,33,200,108,25.9,1005.3,13.7,0,"SE",2,"Aotizhongxin",2013-06-10
"2441",2441,2013,6,10,16,16,16,4,40,300,101,24.8,1005.4,10.3,0,"SSW",1.1,"Aotizhongxin",2013-06-10
"2442",2442,2013,6,10,17,14,15,3,58,300,81,23.4,1005.4,15.7,0,"WSW",2.2,"Aotizhongxin",2013-06-10
"2443",2443,2013,6,10,18,16,17,4,76,300,81,22.7,1005.5,15.8,0,"SW",1.8,"Aotizhongxin",2013-06-10
"2444",2444,2013,6,10,19,28,120,4,82,300,86,21.5,1005.7,16.5,0,"SW",1.2,"Aotizhongxin",2013-06-10
"2445",2445,2013,6,10,20,26,63,5,74,300,82,21.2,1005.9,16.2,0,"SSW",1,"Aotizhongxin",2013-06-10
"2446",2446,2013,6,10,21,36,77,4,102,400,49,20.7,1005.8,16.3,0,"SSW",1,"Aotizhongxin",2013-06-10
"2447",2447,2013,6,10,22,36,80,3,98,400,43,20.2,1005.3,16.2,0,"SW",1,"Aotizhongxin",2013-06-10
"2448",2448,2013,6,10,23,34,77,3,116,500,23,18.9,1005.3,16.9,0,"W",0.5,"Aotizhongxin",2013-06-10
"2449",2449,2013,6,11,0,32,74,4,119,500,13,18,1004.6,16.7,0,"N",0,"Aotizhongxin",2013-06-11
"2450",2450,2013,6,11,1,38,95,3,118,500,6,17.4,1004.4,15.7,0,"N",0,"Aotizhongxin",2013-06-11
"2451",2451,2013,6,11,2,42,90,5,110,500,5,17.5,1003.9,15.7,0,"N",0.5,"Aotizhongxin",2013-06-11
"2452",2452,2013,6,11,3,40,65,4,110,500,5,17.5,1003.8,15.7,0,"NE",0.6,"Aotizhongxin",2013-06-11
"2453",2453,2013,6,11,4,41,68,4,101,600,3,17.1,1004.1,15.6,0,"NE",0.8,"Aotizhongxin",2013-06-11
"2454",2454,2013,6,11,5,48,119,3,93,700,2,17.5,1004.1,15.5,0,"NNE",1.3,"Aotizhongxin",2013-06-11
"2455",2455,2013,6,11,6,68,96,3,90,700,2,18.2,1004.2,15.6,0,"NNE",1.2,"Aotizhongxin",2013-06-11
"2456",2456,2013,6,11,7,68,96,3,87,600,2,19.5,1004.3,15.8,0,"N",1.4,"Aotizhongxin",2013-06-11
"2457",2457,2013,6,11,8,76,92,4,97,700,3,21.3,1003.7,16.3,0,"NW",1.2,"Aotizhongxin",2013-06-11
"2458",2458,2013,6,11,9,70,92,5,70,500,33,24,1003.4,15.5,0,"NE",0.8,"Aotizhongxin",2013-06-11
"2459",2459,2013,6,11,10,75,91,14,65,500,70,25.1,1003,16.3,0,"E",1.7,"Aotizhongxin",2013-06-11
"2460",2460,2013,6,11,11,79,97,13,72,500,92,25.3,1002.5,15.9,0,"SW",2,"Aotizhongxin",2013-06-11
"2461",2461,2013,6,11,12,90,93,12,76,500,123,26.3,1001.8,17.9,0,"SSW",2.6,"Aotizhongxin",2013-06-11
"2462",2462,2013,6,11,13,109,125,13,95,700,144,25.6,1001,17,0,"SSW",2.5,"Aotizhongxin",2013-06-11
"2463",2463,2013,6,11,14,139,148,12,85,600,165,23.5,1001,17,0,"SSW",2.1,"Aotizhongxin",2013-06-11
"2464",2464,2013,6,11,15,124,149,8,68,500,173,22.9,1001.4,17.1,0,"E",1.7,"Aotizhongxin",2013-06-11
"2465",2465,2013,6,11,16,95,119,4,50,400,124,24.2,1000.3,15.1,0,"S",4,"Aotizhongxin",2013-06-11
"2466",2466,2013,6,11,17,55,61,3,70,400,90,23.1,1000.3,10.5,0,"WSW",2.3,"Aotizhongxin",2013-06-11
"2467",2467,2013,6,11,18,41,61,4,67,300,84,23,1001.2,12,0,"NNE",0.2,"Aotizhongxin",2013-06-11
"2468",2468,2013,6,11,19,21,24,4,94,500,46,21.3,1001.6,11.9,0,"SE",1.2,"Aotizhongxin",2013-06-11
"2469",2469,2013,6,11,20,15,19,3,97,500,58,20.8,1003,12.7,0,"ESE",1.8,"Aotizhongxin",2013-06-11
"2470",2470,2013,6,11,21,47,101,3,134,700,36,19,1003.9,15.9,3.8,"SW",2.6,"Aotizhongxin",2013-06-11
"2471",2471,2013,6,11,22,60,80,3,102,800,57,17.4,1004.4,16.8,3.6,"SE",0.5,"Aotizhongxin",2013-06-11
"2472",2472,2013,6,11,23,26,80,4,48,400,78,16.5,1004.2,15.5,0,"SW",1.3,"Aotizhongxin",2013-06-11
"2473",2473,2013,6,12,0,19,36,3,72,300,53,16,1003.8,14,0,"WSW",1.3,"Aotizhongxin",2013-06-12
"2474",2474,2013,6,12,1,21,29,3,95,400,30,14.9,1003.4,14.3,0,"SSE",0.5,"Aotizhongxin",2013-06-12
"2475",2475,2013,6,12,2,22,29,3,73,500,39,14.4,1003,13.8,0,"S",0.6,"Aotizhongxin",2013-06-12
"2476",2476,2013,6,12,3,16,26,3,88,500,27,15,1002.8,13.9,0,"SW",1.1,"Aotizhongxin",2013-06-12
"2477",2477,2013,6,12,4,20,21,3,106,500,16,14.4,1002.8,13.9,0,"E",0.4,"Aotizhongxin",2013-06-12
"2478",2478,2013,6,12,5,25,40,3,78,700,26,15,1002.9,14.7,0.1,"NE",0.7,"Aotizhongxin",2013-06-12
"2479",2479,2013,6,12,6,57,64,3,93,900,12,16.6,1003.4,14.8,0,"NNE",1.1,"Aotizhongxin",2013-06-12
"2480",2480,2013,6,12,7,48,59,3,86,900,16,18.5,1003.6,15,0,"NNE",1.1,"Aotizhongxin",2013-06-12
"2481",2481,2013,6,12,8,47,54,6,92,900,24,21.2,1003.4,14.8,0,"W",1.1,"Aotizhongxin",2013-06-12
"2482",2482,2013,6,12,9,47,48,17,81,900,51,22.9,1003.1,15,0,"SSW",1.7,"Aotizhongxin",2013-06-12
"2483",2483,2013,6,12,10,44,49,28,40,700,103,23.9,1002.8,14.9,0,"S",1.4,"Aotizhongxin",2013-06-12
"2484",2484,2013,6,12,11,52,71,26,37,600,122,24.8,1002.5,15.4,0,"SSE",1.9,"Aotizhongxin",2013-06-12
"2485",2485,2013,6,12,12,62,81,24,38,700,145,25,1002.1,16.2,0,"SSW",2.4,"Aotizhongxin",2013-06-12
"2486",2486,2013,6,12,13,74,77,22,40,700,159,26.4,1001.3,16,0,"S",2.5,"Aotizhongxin",2013-06-12
"2487",2487,2013,6,12,14,58,68,23,37,600,176,26.5,1000.8,15.8,0,"S",2.3,"Aotizhongxin",2013-06-12
"2488",2488,2013,6,12,15,79,102,28,41,800,187,26.8,1000.7,15.5,0,"S",1.7,"Aotizhongxin",2013-06-12
"2489",2489,2013,6,12,16,71,88,31,43,1399,207,26.3,1000.6,16.8,0,"SSW",2,"Aotizhongxin",2013-06-12
"2490",2490,2013,6,12,17,89,102,28,44,1300,209,26,1000.5,16,0,"S",0.9,"Aotizhongxin",2013-06-12
"2491",2491,2013,6,12,18,82,95,21,50,1200,205,25,1000.8,16.7,0,"SSW",1.7,"Aotizhongxin",2013-06-12
"2492",2492,2013,6,12,19,86,90,13,53,1000,198,24.1,1001.4,16.6,0,"SSE",1.4,"Aotizhongxin",2013-06-12
"2493",2493,2013,6,12,20,104,120,9,68,1000,174,22.5,1002.1,17.2,0,"S",0.4,"Aotizhongxin",2013-06-12
"2494",2494,2013,6,12,21,99,112,8,118,1200,129,23,1002.7,16.1,0,"SSE",1.7,"Aotizhongxin",2013-06-12
"2495",2495,2013,6,12,22,110,130,10,105,1200,114,22,1002.7,15.6,0,"SSE",1.6,"Aotizhongxin",2013-06-12
"2496",2496,2013,6,12,23,111,130,14,80,900,129,21.1,1002.8,15.6,0,"SSE",2,"Aotizhongxin",2013-06-12
"2497",2497,2013,6,13,0,99,81,16,63,600,136,20.6,1002.9,15.6,0,"SSE",1.1,"Aotizhongxin",2013-06-13
"2498",2498,2013,6,13,1,79,86,13,64,500,112,19.2,1002.5,16.1,0,"ENE",0.6,"Aotizhongxin",2013-06-13
"2499",2499,2013,6,13,2,82,94,9,74,600,87,18.7,1002.5,15.6,0,"NE",1,"Aotizhongxin",2013-06-13
"2500",2500,2013,6,13,3,89,92,9,88,700,59,17.7,1002.8,15.5,0,"N",0.6,"Aotizhongxin",2013-06-13
"2501",2501,2013,6,13,4,92,98,9,110,800,35,17.2,1003.1,15.5,0,"N",0.5,"Aotizhongxin",2013-06-13
"2502",2502,2013,6,13,5,111,99,11,110,1000,28,17.6,1003.6,16.1,0,"NE",1.2,"Aotizhongxin",2013-06-13
